"","Consumption","Generation","Price_buy","Price_sold","Power","Price_shed","periods"
"01/01/2020 00:00:00","39","0","0.047189","0.0354","555","1","6"
"01/01/2020 01:00:00","78","0","0.047189","0.03198","555","1","6"
"01/01/2020 02:00:00","37","0","0.047189","0.0305","555","1","6"
"01/01/2020 03:00:00","73","0","0.047189","0.02879","555","1","6"
"01/01/2020 04:00:00","50","0","0.047189","0.02842","555","1","6"
"01/01/2020 05:00:00","119","0","0.047189","0.02875","555","1","6"
"01/01/2020 06:00:00","252","0","0.047189","0.03416","555","1","6"
"01/01/2020 07:00:00","276","0","0.047189","0.04207","555","1","6"
"01/01/2020 08:00:00","278","0","0.097592","0.04489","300","1","2"
"01/01/2020 09:00:00","326","0.10342","0.097592","0.04526","300","1","2"
"01/01/2020 10:00:00","255","0.17955","0.10813","0.04557","300","1","1"
"01/01/2020 11:00:00","276","0.55604","0.10813","0.04509","300","1","1"
"01/01/2020 12:00:00","316","0.67326","0.10813","0.04516","300","1","1"
"01/01/2020 13:00:00","303","0.72428","0.097592","0.0449","300","1","2"
"01/01/2020 14:00:00","315","0.71056","0.097592","0.04406","300","1","2"
"01/01/2020 15:00:00","250","0.62974","0.097592","0.04394","300","1","2"
"01/01/2020 16:00:00","304","0.48339","0.097592","0.04437","300","1","2"
"01/01/2020 17:00:00","294","0.27121","0.097592","0.04605","300","1","2"
"01/01/2020 18:00:00","300","0","0.10813","0.04672","300","1","1"
"01/01/2020 19:00:00","341","0","0.10813","0.04611","300","1","1"
"01/01/2020 20:00:00","288","0","0.10813","0.0437","300","1","1"
"01/01/2020 21:00:00","367","0","0.097592","0.042","300","1","2"
"01/01/2020 22:00:00","348","0","0.097592","0.0386","300","1","2"
"01/01/2020 23:00:00","322","0","0.097592","0.03339","300","1","2"
"02/01/2020 00:00:00","39","0","0.047189","0.0354","555","1","6"
"02/01/2020 01:00:00","78","0","0.047189","0.03198","555","1","6"
"02/01/2020 02:00:00","37","0","0.047189","0.0305","555","1","6"
"02/01/2020 03:00:00","73","0","0.047189","0.02879","555","1","6"
"02/01/2020 04:00:00","50","0","0.047189","0.02842","555","1","6"
"02/01/2020 05:00:00","119","0","0.047189","0.02875","555","1","6"
"02/01/2020 06:00:00","252","0","0.047189","0.03416","555","1","6"
"02/01/2020 07:00:00","276","0","0.047189","0.04207","555","1","6"
"02/01/2020 08:00:00","278","0","0.097592","0.04489","300","1","2"
"02/01/2020 09:00:00","326","0.10342","0.097592","0.04526","300","1","2"
"02/01/2020 10:00:00","255","0.17955","0.10813","0.04557","300","1","1"
"02/01/2020 11:00:00","276","0.55604","0.10813","0.04509","300","1","1"
"02/01/2020 12:00:00","316","0.67326","0.10813","0.04516","300","1","1"
"02/01/2020 13:00:00","303","0.72428","0.097592","0.0449","300","1","2"
"02/01/2020 14:00:00","315","0.71056","0.097592","0.04406","300","1","2"
"02/01/2020 15:00:00","250","0.62974","0.097592","0.04394","300","1","2"
"02/01/2020 16:00:00","304","0.48339","0.097592","0.04437","300","1","2"
"02/01/2020 17:00:00","294","0.27121","0.097592","0.04605","300","1","2"
"02/01/2020 18:00:00","300","0","0.10813","0.04672","300","1","1"
"02/01/2020 19:00:00","341","0","0.10813","0.04611","300","1","1"
"02/01/2020 20:00:00","288","0","0.10813","0.0437","300","1","1"
"02/01/2020 21:00:00","367","0","0.097592","0.042","300","1","2"
"02/01/2020 22:00:00","348","0","0.097592","0.0386","300","1","2"
"02/01/2020 23:00:00","322","0","0.097592","0.03339","300","1","2"
"03/01/2020 00:00:00","300","0","0.047189","0.03205","555","1","6"
"03/01/2020 01:00:00","154","0","0.047189","0.03075","555","1","6"
"03/01/2020 02:00:00","103","0","0.047189","0.02997","555","1","6"
"03/01/2020 03:00:00","98","0","0.047189","0.0298","555","1","6"
"03/01/2020 04:00:00","93","0","0.047189","0.02974","555","1","6"
"03/01/2020 05:00:00","114","0","0.047189","0.02987","555","1","6"
"03/01/2020 06:00:00","281","0","0.047189","0.03121","555","1","6"
"03/01/2020 07:00:00","274","0","0.047189","0.03673","555","1","6"
"03/01/2020 08:00:00","301","0","0.097592","0.0429","300","1","2"
"03/01/2020 09:00:00","321","0.09962","0.097592","0.046","300","1","2"
"03/01/2020 10:00:00","244","0.36841","0.10813","0.04723","300","1","1"
"03/01/2020 11:00:00","322","0.52676","0.10813","0.04603","300","1","1"
"03/01/2020 12:00:00","305","0.64533","0.10813","0.0449","300","1","1"
"03/01/2020 13:00:00","304","0.32483","0.097592","0.04444","300","1","2"
"03/01/2020 14:00:00","300","0.31764","0.097592","0.04119","300","1","2"
"03/01/2020 15:00:00","254","0.58398","0.097592","0.0395","300","1","2"
"03/01/2020 16:00:00","313","0.44629","0.097592","0.0395","300","1","2"
"03/01/2020 17:00:00","317","0.0226","0.097592","0.04351","300","1","2"
"03/01/2020 18:00:00","330","0","0.10813","0.0452","300","1","1"
"03/01/2020 19:00:00","306","0","0.10813","0.0469","300","1","1"
"03/01/2020 20:00:00","288","0","0.10813","0.04623","300","1","1"
"03/01/2020 21:00:00","362","0","0.097592","0.0445","300","1","2"
"03/01/2020 22:00:00","338","0","0.097592","0.0405","300","1","2"
"03/01/2020 23:00:00","338","0","0.097592","0.0395","300","1","2"
"04/01/2020 00:00:00","302","0","0.047189","0.03801","555","1","6"
"04/01/2020 01:00:00","327","0","0.047189","0.03205","555","1","6"
"04/01/2020 02:00:00","148","0","0.047189","0.031","555","1","6"
"04/01/2020 03:00:00","104","0","0.047189","0.0302","555","1","6"
"04/01/2020 04:00:00","101","0","0.047189","0.02985","555","1","6"
"04/01/2020 05:00:00","117","0","0.047189","0.02984","555","1","6"
"04/01/2020 06:00:00","301","0","0.047189","0.0301","555","1","6"
"04/01/2020 07:00:00","319","0","0.047189","0.03075","555","1","6"
"04/01/2020 08:00:00","315","0","0.047189","0.03183","555","1","6"
"04/01/2020 09:00:00","317","0.16059","0.047189","0.03667","555","1","6"
"04/01/2020 10:00:00","274","0.30949","0.047189","0.03957","555","1","6"
"04/01/2020 11:00:00","305","0.52224","0.047189","0.03611","555","1","6"
"04/01/2020 12:00:00","314","0.6537","0.047189","0.03477","555","1","6"
"04/01/2020 13:00:00","296","0.71492","0.047189","0.03207","555","1","6"
"04/01/2020 14:00:00","301","0.70198","0.047189","0.03183","555","1","6"
"04/01/2020 15:00:00","302","0.23442","0.047189","0.03195","555","1","6"
"04/01/2020 16:00:00","341","0.40387","0.047189","0.03225","555","1","6"
"04/01/2020 17:00:00","340","0.27026","0.047189","0.04181","555","1","6"
"04/01/2020 18:00:00","353","0.00024","0.047189","0.04424","555","1","6"
"04/01/2020 19:00:00","349","0","0.047189","0.044","555","1","6"
"04/01/2020 20:00:00","253","0","0.047189","0.04444","555","1","6"
"04/01/2020 21:00:00","340","0","0.047189","0.04443","555","1","6"
"04/01/2020 22:00:00","299","0","0.047189","0.04038","555","1","6"
"04/01/2020 23:00:00","308","0","0.047189","0.03795","555","1","6"
"05/01/2020 00:00:00","230","0","0.047189","0.0331","555","1","6"
"05/01/2020 01:00:00","141","0","0.047189","0.03228","555","1","6"
"05/01/2020 02:00:00","114","0","0.047189","0.03118","555","1","6"
"05/01/2020 03:00:00","97","0","0.047189","0.0301","555","1","6"
"05/01/2020 04:00:00","95","0","0.047189","0.02996","555","1","6"
"05/01/2020 05:00:00","70","0","0.047189","0.02988","555","1","6"
"05/01/2020 06:00:00","78","0","0.047189","0.03038","555","1","6"
"05/01/2020 07:00:00","73","0","0.047189","0.03115","555","1","6"
"05/01/2020 08:00:00","64","0","0.047189","0.03209","555","1","6"
"05/01/2020 09:00:00","45","0.04414","0.047189","0.03427","555","1","6"
"05/01/2020 10:00:00","64","0.37917","0.047189","0.03753","555","1","6"
"05/01/2020 11:00:00","63","0.56423","0.047189","0.03899","555","1","6"
"05/01/2020 12:00:00","61","0.69253","0.047189","0.03815","555","1","6"
"05/01/2020 13:00:00","40","0.66855","0.047189","0.03537","555","1","6"
"05/01/2020 14:00:00","64","0.34764","0.047189","0.03444","555","1","6"
"05/01/2020 15:00:00","53","0.66737","0.047189","0.0361","555","1","6"
"05/01/2020 16:00:00","50","0.52027","0.047189","0.04059","555","1","6"
"05/01/2020 17:00:00","60","0.30287","0.047189","0.04468","555","1","6"
"05/01/2020 18:00:00","65","0.00078","0.047189","0.04616","555","1","6"
"05/01/2020 19:00:00","45","0","0.047189","0.04853","555","1","6"
"05/01/2020 20:00:00","62","0","0.047189","0.05248","555","1","6"
"05/01/2020 21:00:00","61","0","0.047189","0.05329","555","1","6"
"05/01/2020 22:00:00","53","0","0.047189","0.0495","555","1","6"
"05/01/2020 23:00:00","66","0","0.047189","0.04601","555","1","6"
"06/01/2020 00:00:00","48","0","0.047189","0.04785","555","1","6"
"06/01/2020 01:00:00","63","0","0.047189","0.04148","555","1","6"
"06/01/2020 02:00:00","54","0","0.047189","0.034","555","1","6"
"06/01/2020 03:00:00","62","0","0.047189","0.03192","555","1","6"
"06/01/2020 04:00:00","62","0","0.047189","0.03175","555","1","6"
"06/01/2020 05:00:00","41","0","0.047189","0.0315","555","1","6"
"06/01/2020 06:00:00","71","0","0.047189","0.03318","555","1","6"
"06/01/2020 07:00:00","44","0","0.047189","0.04313","555","1","6"
"06/01/2020 08:00:00","45","0","0.047189","0.04452","555","1","6"
"06/01/2020 09:00:00","77","0.0258","0.047189","0.04496","555","1","6"
"06/01/2020 10:00:00","69","0.00605","0.047189","0.044","555","1","6"
"06/01/2020 11:00:00","60","0.05367","0.047189","0.04246","555","1","6"
"06/01/2020 12:00:00","82","0.11913","0.047189","0.0413","555","1","6"
"06/01/2020 13:00:00","83","0.74822","0.047189","0.04051","555","1","6"
"06/01/2020 14:00:00","58","0.7418","0.047189","0.04122","555","1","6"
"06/01/2020 15:00:00","78","0.64974","0.047189","0.04328","555","1","6"
"06/01/2020 16:00:00","69","0.50384","0.047189","0.04368","555","1","6"
"06/01/2020 17:00:00","55","0.29061","0.047189","0.0479","555","1","6"
"06/01/2020 18:00:00","79","0.00108","0.047189","0.04891","555","1","6"
"06/01/2020 19:00:00","40","0","0.047189","0.04901","555","1","6"
"06/01/2020 20:00:00","70","0","0.047189","0.048","555","1","6"
"06/01/2020 21:00:00","45","0","0.047189","0.048","555","1","6"
"06/01/2020 22:00:00","54","0","0.047189","0.04542","555","1","6"
"06/01/2020 23:00:00","80","0","0.047189","0.04401","555","1","6"
"07/01/2020 00:00:00","49","0","0.047189","0.04207","555","1","6"
"07/01/2020 01:00:00","46","0","0.047189","0.03649","555","1","6"
"07/01/2020 02:00:00","82","0","0.047189","0.03367","555","1","6"
"07/01/2020 03:00:00","42","0","0.047189","0.03301","555","1","6"
"07/01/2020 04:00:00","58","0","0.047189","0.03301","555","1","6"
"07/01/2020 05:00:00","127","0","0.047189","0.03607","555","1","6"
"07/01/2020 06:00:00","308","0","0.047189","0.04775","555","1","6"
"07/01/2020 07:00:00","285","0","0.047189","0.05368","555","1","6"
"07/01/2020 08:00:00","300","0","0.097592","0.05626","300","1","2"
"07/01/2020 09:00:00","298","0.1117","0.097592","0.05487","300","1","2"
"07/01/2020 10:00:00","235","0.3916","0.10813","0.05368","300","1","1"
"07/01/2020 11:00:00","305","0.58136","0.10813","0.05217","300","1","1"
"07/01/2020 12:00:00","286","0.69704","0.10813","0.05081","300","1","1"
"07/01/2020 13:00:00","319","0.7502","0.097592","0.05031","300","1","2"
"07/01/2020 14:00:00","282","0.73757","0.097592","0.04961","300","1","2"
"07/01/2020 15:00:00","208","0.63643","0.097592","0.04844","300","1","2"
"07/01/2020 16:00:00","300","0.50744","0.097592","0.04901","300","1","2"
"07/01/2020 17:00:00","291","0.29585","0.097592","0.04977","300","1","2"
"07/01/2020 18:00:00","322","0.00165","0.10813","0.05081","300","1","1"
"07/01/2020 19:00:00","325","0","0.10813","0.0519","300","1","1"
"07/01/2020 20:00:00","273","0","0.10813","0.05248","300","1","1"
"07/01/2020 21:00:00","334","0","0.097592","0.051","300","1","2"
"07/01/2020 22:00:00","301","0","0.097592","0.047","300","1","2"
"07/01/2020 23:00:00","308","0","0.097592","0.04443","300","1","2"
"08/01/2020 00:00:00","285","0","0.047189","0.042","555","1","6"
"08/01/2020 01:00:00","229","0","0.047189","0.03748","555","1","6"
"08/01/2020 02:00:00","132","0","0.047189","0.03607","555","1","6"
"08/01/2020 03:00:00","104","0","0.047189","0.03441","555","1","6"
"08/01/2020 04:00:00","79","0","0.047189","0.03307","555","1","6"
"08/01/2020 05:00:00","112","0","0.047189","0.03611","555","1","6"
"08/01/2020 06:00:00","307","0","0.047189","0.03977","555","1","6"
"08/01/2020 07:00:00","280","0","0.047189","0.04842","555","1","6"
"08/01/2020 08:00:00","306","0","0.097592","0.05165","300","1","2"
"08/01/2020 09:00:00","315","0.10777","0.097592","0.0526","300","1","2"
"08/01/2020 10:00:00","244","0.38254","0.10813","0.052","300","1","1"
"08/01/2020 11:00:00","301","0.56462","0.10813","0.05081","300","1","1"
"08/01/2020 12:00:00","300","0.68057","0.10813","0.04967","300","1","1"
"08/01/2020 13:00:00","288","0.73551","0.097592","0.04917","300","1","2"
"08/01/2020 14:00:00","294","0.72625","0.097592","0.0471","300","1","2"
"08/01/2020 15:00:00","208","0.6382","0.097592","0.04633","300","1","2"
"08/01/2020 16:00:00","273","0.49691","0.097592","0.04916","300","1","2"
"08/01/2020 17:00:00","292","0.28928","0.097592","0.05353","300","1","2"
"08/01/2020 18:00:00","292","0.00198","0.10813","0.05592","300","1","1"
"08/01/2020 19:00:00","321","0","0.10813","0.05509","300","1","1"
"08/01/2020 20:00:00","280","0","0.10813","0.05499","300","1","1"
"08/01/2020 21:00:00","316","0","0.097592","0.05367","300","1","2"
"08/01/2020 22:00:00","301","0","0.097592","0.04916","300","1","2"
"08/01/2020 23:00:00","320","0","0.097592","0.04517","300","1","2"
"09/01/2020 00:00:00","299","0","0.047189","0.04655","555","1","6"
"09/01/2020 01:00:00","245","0","0.047189","0.03801","555","1","6"
"09/01/2020 02:00:00","142","0","0.047189","0.03489","555","1","6"
"09/01/2020 03:00:00","120","0","0.047189","0.0337","555","1","6"
"09/01/2020 04:00:00","112","0","0.047189","0.03356","555","1","6"
"09/01/2020 05:00:00","132","0","0.047189","0.034","555","1","6"
"09/01/2020 06:00:00","307","0","0.047189","0.03751","555","1","6"
"09/01/2020 07:00:00","287","0","0.047189","0.04845","555","1","6"
"09/01/2020 08:00:00","317","0","0.097592","0.04923","300","1","2"
"09/01/2020 09:00:00","326","0.00039","0.097592","0.05149","300","1","2"
"09/01/2020 10:00:00","232","0.02918","0.10813","0.04967","300","1","1"
"09/01/2020 11:00:00","312","0.54865","0.10813","0.04833","300","1","1"
"09/01/2020 12:00:00","290","0.683","0.10813","0.04441","300","1","1"
"09/01/2020 13:00:00","303","0.29036","0.097592","0.0449","300","1","2"
"09/01/2020 14:00:00","329","0.72791","0.097592","0.03981","300","1","2"
"09/01/2020 15:00:00","250","0.6594","0.097592","0.039","300","1","2"
"09/01/2020 16:00:00","334","0.51454","0.097592","0.04166","300","1","2"
"09/01/2020 17:00:00","331","0.30324","0.097592","0.04689","300","1","2"
"09/01/2020 18:00:00","340","0.00278","0.10813","0.05189","300","1","1"
"09/01/2020 19:00:00","352","0","0.10813","0.05298","300","1","1"
"09/01/2020 20:00:00","301","0","0.10813","0.05331","300","1","1"
"09/01/2020 21:00:00","346","0","0.097592","0.05205","300","1","2"
"09/01/2020 22:00:00","340","0","0.097592","0.04849","300","1","2"
"09/01/2020 23:00:00","331","0","0.097592","0.04016","300","1","2"
"10/01/2020 00:00:00","317","0","0.047189","0.03413","555","1","6"
"10/01/2020 01:00:00","258","0","0.047189","0.0327","555","1","6"
"10/01/2020 02:00:00","116","0","0.047189","0.031","555","1","6"
"10/01/2020 03:00:00","108","0","0.047189","0.02798","555","1","6"
"10/01/2020 04:00:00","102","0","0.047189","0.02765","555","1","6"
"10/01/2020 05:00:00","138","0","0.047189","0.02938","555","1","6"
"10/01/2020 06:00:00","325","0","0.047189","0.032","555","1","6"
"10/01/2020 07:00:00","348","0","0.047189","0.04366","555","1","6"
"10/01/2020 08:00:00","319","0","0.097592","0.0474","300","1","2"
"10/01/2020 09:00:00","307","0.16837","0.097592","0.04873","300","1","2"
"10/01/2020 10:00:00","227","0.37828","0.10813","0.0473","300","1","1"
"10/01/2020 11:00:00","329","0.34514","0.10813","0.0442","300","1","1"
"10/01/2020 12:00:00","415","0.68392","0.10813","0.0416","300","1","1"
"10/01/2020 13:00:00","342","0.74218","0.097592","0.03801","300","1","2"
"10/01/2020 14:00:00","341","0.73402","0.097592","0.03621","300","1","2"
"10/01/2020 15:00:00","263","0.66","0.097592","0.03627","300","1","2"
"10/01/2020 16:00:00","386","0.51515","0.097592","0.04062","300","1","2"
"10/01/2020 17:00:00","360","0.30398","0.097592","0.0473","300","1","2"
"10/01/2020 18:00:00","371","0.02995","0.10813","0.04997","300","1","1"
"10/01/2020 19:00:00","395","0","0.10813","0.05001","300","1","1"
"10/01/2020 20:00:00","332","0","0.10813","0.05085","300","1","1"
"10/01/2020 21:00:00","367","0","0.097592","0.04989","300","1","2"
"10/01/2020 22:00:00","341","0","0.097592","0.0468","300","1","2"
"10/01/2020 23:00:00","341","0","0.097592","0.04","300","1","2"
"11/01/2020 00:00:00","304","0","0.047189","0.04294","555","1","6"
"11/01/2020 01:00:00","315","0","0.047189","0.0372","555","1","6"
"11/01/2020 02:00:00","236","0","0.047189","0.03477","555","1","6"
"11/01/2020 03:00:00","165","0","0.047189","0.03418","555","1","6"
"11/01/2020 04:00:00","160","0","0.047189","0.03413","555","1","6"
"11/01/2020 05:00:00","159","0","0.047189","0.03418","555","1","6"
"11/01/2020 06:00:00","325","0","0.047189","0.0344","555","1","6"
"11/01/2020 07:00:00","324","0","0.047189","0.03451","555","1","6"
"11/01/2020 08:00:00","324","0","0.047189","0.03568","555","1","6"
"11/01/2020 09:00:00","324","0.10313","0.047189","0.04","555","1","6"
"11/01/2020 10:00:00","245","0.37888","0.047189","0.04261","555","1","6"
"11/01/2020 11:00:00","333","0.56998","0.047189","0.04001","555","1","6"
"11/01/2020 12:00:00","338","0.6801","0.047189","0.0386","555","1","6"
"11/01/2020 13:00:00","451","0.73706","0.047189","0.03897","555","1","6"
"11/01/2020 14:00:00","358","0.72706","0.047189","0.03897","555","1","6"
"11/01/2020 15:00:00","356","0.64342","0.047189","0.03684","555","1","6"
"11/01/2020 16:00:00","384","0.49908","0.047189","0.03897","555","1","6"
"11/01/2020 17:00:00","319","0.29165","0.047189","0.044","555","1","6"
"11/01/2020 18:00:00","312","0.02731","0.047189","0.05298","555","1","6"
"11/01/2020 19:00:00","317","0","0.047189","0.0554","555","1","6"
"11/01/2020 20:00:00","249","0","0.047189","0.05626","555","1","6"
"11/01/2020 21:00:00","150","0","0.047189","0.05587","555","1","6"
"11/01/2020 22:00:00","150","0","0.047189","0.053","555","1","6"
"11/01/2020 23:00:00","130","0","0.047189","0.04967","555","1","6"
"12/01/2020 00:00:00","96","0","0.047189","0.04421","555","1","6"
"12/01/2020 01:00:00","86","0","0.047189","0.04169","555","1","6"
"12/01/2020 02:00:00","70","0","0.047189","0.04169","555","1","6"
"12/01/2020 03:00:00","53","0","0.047189","0.0386","555","1","6"
"12/01/2020 04:00:00","71","0","0.047189","0.03751","555","1","6"
"12/01/2020 05:00:00","38","0","0.047189","0.03703","555","1","6"
"12/01/2020 06:00:00","60","0","0.047189","0.03758","555","1","6"
"12/01/2020 07:00:00","42","0","0.047189","0.03801","555","1","6"
"12/01/2020 08:00:00","48","0","0.047189","0.038","555","1","6"
"12/01/2020 09:00:00","45","0.10057","0.047189","0.03807","555","1","6"
"12/01/2020 10:00:00","36","0.36866","0.047189","0.03901","555","1","6"
"12/01/2020 11:00:00","61","0.55161","0.047189","0.03808","555","1","6"
"12/01/2020 12:00:00","55","0.67066","0.047189","0.03801","555","1","6"
"12/01/2020 13:00:00","41","0.7215","0.047189","0.03843","555","1","6"
"12/01/2020 14:00:00","76","0.71084","0.047189","0.0393","555","1","6"
"12/01/2020 15:00:00","47","0.63872","0.047189","0.03743","555","1","6"
"12/01/2020 16:00:00","62","0.5041","0.047189","0.03703","555","1","6"
"12/01/2020 17:00:00","63","0.30283","0.047189","0.03901","555","1","6"
"12/01/2020 18:00:00","38","0.03489","0.047189","0.04945","555","1","6"
"12/01/2020 19:00:00","52","0","0.047189","0.05298","555","1","6"
"12/01/2020 20:00:00","52","0","0.047189","0.0554","555","1","6"
"12/01/2020 21:00:00","38","0","0.047189","0.05598","555","1","6"
"12/01/2020 22:00:00","68","0","0.047189","0.05367","555","1","6"
"12/01/2020 23:00:00","48","0","0.047189","0.05046","555","1","6"
"13/01/2020 00:00:00","48","0","0.047189","0.05067","555","1","6"
"13/01/2020 01:00:00","42","0","0.047189","0.04919","555","1","6"
"13/01/2020 02:00:00","66","0","0.047189","0.04622","555","1","6"
"13/01/2020 03:00:00","43","0","0.047189","0.042","555","1","6"
"13/01/2020 04:00:00","58","0","0.047189","0.03901","555","1","6"
"13/01/2020 05:00:00","124","0","0.047189","0.042","555","1","6"
"13/01/2020 06:00:00","280","0","0.047189","0.04775","555","1","6"
"13/01/2020 07:00:00","309","0","0.047189","0.05069","555","1","6"
"13/01/2020 08:00:00","283","0","0.097592","0.05293","300","1","2"
"13/01/2020 09:00:00","320","0.1075","0.097592","0.0526","300","1","2"
"13/01/2020 10:00:00","258","0.38059","0.10813","0.05067","300","1","1"
"13/01/2020 11:00:00","309","0.56549","0.10813","0.04973","300","1","1"
"13/01/2020 12:00:00","310","0.68556","0.10813","0.04744","300","1","1"
"13/01/2020 13:00:00","284","0.74055","0.097592","0.04701","300","1","2"
"13/01/2020 14:00:00","282","0.73236","0.097592","0.045","300","1","2"
"13/01/2020 15:00:00","227","0.65842","0.097592","0.04297","300","1","2"
"13/01/2020 16:00:00","321","0.51957","0.097592","0.04368","300","1","2"
"13/01/2020 17:00:00","299","0.31517","0.097592","0.04681","300","1","2"
"13/01/2020 18:00:00","332","0.03344","0.10813","0.04951","300","1","1"
"13/01/2020 19:00:00","350","0","0.10813","0.05","300","1","1"
"13/01/2020 20:00:00","275","0","0.10813","0.05","300","1","1"
"13/01/2020 21:00:00","371","0","0.097592","0.04711","300","1","2"
"13/01/2020 22:00:00","345","0","0.097592","0.0386","300","1","2"
"13/01/2020 23:00:00","342","0","0.097592","0.0341","300","1","2"
"14/01/2020 00:00:00","238","0","0.047189","0.03186","555","1","6"
"14/01/2020 01:00:00","157","0","0.047189","0.03053","555","1","6"
"14/01/2020 02:00:00","116","0","0.047189","0.02957","555","1","6"
"14/01/2020 03:00:00","84","0","0.047189","0.02953","555","1","6"
"14/01/2020 04:00:00","105","0","0.047189","0.02977","555","1","6"
"14/01/2020 05:00:00","136","0","0.047189","0.03047","555","1","6"
"14/01/2020 06:00:00","287","0","0.047189","0.03137","555","1","6"
"14/01/2020 07:00:00","291","0","0.047189","0.04001","555","1","6"
"14/01/2020 08:00:00","278","0","0.097592","0.04519","300","1","2"
"14/01/2020 09:00:00","303","0.01976","0.097592","0.04647","300","1","2"
"14/01/2020 10:00:00","235","0.29063","0.10813","0.04629","300","1","1"
"14/01/2020 11:00:00","272","0.56517","0.10813","0.04449","300","1","1"
"14/01/2020 12:00:00","258","0.66347","0.10813","0.04301","300","1","1"
"14/01/2020 13:00:00","286","0.72085","0.097592","0.04125","300","1","2"
"14/01/2020 14:00:00","297","0.71356","0.097592","0.03797","300","1","2"
"14/01/2020 15:00:00","229","0.6498","0.097592","0.03601","300","1","2"
"14/01/2020 16:00:00","317","0.51421","0.097592","0.03801","300","1","2"
"14/01/2020 17:00:00","307","0.03086","0.097592","0.04151","300","1","2"
"14/01/2020 18:00:00","304","0.01356","0.10813","0.04525","300","1","1"
"14/01/2020 19:00:00","303","0","0.10813","0.04655","300","1","1"
"14/01/2020 20:00:00","222","0","0.10813","0.04675","300","1","1"
"14/01/2020 21:00:00","187","0","0.097592","0.04509","300","1","2"
"14/01/2020 22:00:00","141","0","0.097592","0.04015","300","1","2"
"14/01/2020 23:00:00","129","0","0.097592","0.03117","300","1","2"
"15/01/2020 00:00:00","109","0","0.047189","0.03067","555","1","6"
"15/01/2020 01:00:00","97","0","0.047189","0.029","555","1","6"
"15/01/2020 02:00:00","59","0","0.047189","0.02001","555","1","6"
"15/01/2020 03:00:00","85","0","0.047189","0.0175","555","1","6"
"15/01/2020 04:00:00","93","0","0.047189","0.01667","555","1","6"
"15/01/2020 05:00:00","92","0","0.047189","0.025","555","1","6"
"15/01/2020 06:00:00","276","0","0.047189","0.03053","555","1","6"
"15/01/2020 07:00:00","289","0","0.047189","0.03853","555","1","6"
"15/01/2020 08:00:00","293","0","0.097592","0.04299","300","1","2"
"15/01/2020 09:00:00","301","0.0098","0.097592","0.04352","300","1","2"
"15/01/2020 10:00:00","216","0.02384","0.10813","0.0445","300","1","1"
"15/01/2020 11:00:00","271","0.07179","0.10813","0.04402","300","1","1"
"15/01/2020 12:00:00","276","0.14736","0.10813","0.04385","300","1","1"
"15/01/2020 13:00:00","289","0.61925","0.097592","0.04301","300","1","2"
"15/01/2020 14:00:00","280","0.71835","0.097592","0.04021","300","1","2"
"15/01/2020 15:00:00","213","0.65913","0.097592","0.04125","300","1","2"
"15/01/2020 16:00:00","302","0.52319","0.097592","0.0425","300","1","2"
"15/01/2020 17:00:00","294","0.32101","0.097592","0.045","300","1","2"
"15/01/2020 18:00:00","299","0.05414","0.10813","0.04843","300","1","1"
"15/01/2020 19:00:00","314","0","0.10813","0.0528","300","1","1"
"15/01/2020 20:00:00","248","0","0.10813","0.05249","300","1","1"
"15/01/2020 21:00:00","308","0","0.097592","0.0481","300","1","2"
"15/01/2020 22:00:00","302","0","0.097592","0.04375","300","1","2"
"15/01/2020 23:00:00","278","0","0.097592","0.0385","300","1","2"
"16/01/2020 00:00:00","265","0","0.047189","0.03327","555","1","6"
"16/01/2020 01:00:00","154","0","0.047189","0.03118","555","1","6"
"16/01/2020 02:00:00","120","0","0.047189","0.0308","555","1","6"
"16/01/2020 03:00:00","110","0","0.047189","0.0299","555","1","6"
"16/01/2020 04:00:00","105","0","0.047189","0.02972","555","1","6"
"16/01/2020 05:00:00","133","0","0.047189","0.0311","555","1","6"
"16/01/2020 06:00:00","281","0","0.047189","0.0387","555","1","6"
"16/01/2020 07:00:00","306","0","0.047189","0.04542","555","1","6"
"16/01/2020 08:00:00","315","0","0.097592","0.0524","300","1","2"
"16/01/2020 09:00:00","293","0.12642","0.097592","0.047","300","1","2"
"16/01/2020 10:00:00","226","0.4086","0.10813","0.04351","300","1","1"
"16/01/2020 11:00:00","323","0.60087","0.10813","0.0421","300","1","1"
"16/01/2020 12:00:00","306","0.71117","0.10813","0.04036","300","1","1"
"16/01/2020 13:00:00","335","0.76144","0.097592","0.04008","300","1","2"
"16/01/2020 14:00:00","316","0.74878","0.097592","0.03681","300","1","2"
"16/01/2020 15:00:00","238","0.66674","0.097592","0.03249","300","1","2"
"16/01/2020 16:00:00","314","0.19343","0.097592","0.03287","300","1","2"
"16/01/2020 17:00:00","274","0.0422","0.097592","0.04084","300","1","2"
"16/01/2020 18:00:00","358","0.05793","0.10813","0.04315","300","1","1"
"16/01/2020 19:00:00","380","0","0.10813","0.0432","300","1","1"
"16/01/2020 20:00:00","325","0","0.10813","0.04398","300","1","1"
"16/01/2020 21:00:00","361","0","0.097592","0.04315","300","1","2"
"16/01/2020 22:00:00","357","0","0.097592","0.04001","300","1","2"
"16/01/2020 23:00:00","351","0","0.097592","0.03268","300","1","2"
"17/01/2020 00:00:00","251","0","0.047189","0.03087","555","1","6"
"17/01/2020 01:00:00","149","0","0.047189","0.02948","555","1","6"
